Start Signal,End Signal,Min Rise Delay,Max Rise Delay,Min Fall Delay,Max Fall Delay,Estimated Depth,Mapped Start Signal
A1,X,0.092179350095407,0.3043974602981459,0.122883262599172,0.3678547570670971,3.043974602981459,_1852_
A2,X,0.0876389333132308,0.2649544547644611,0.1230863917850599,0.3477112307610834,2.649544547644611,_1841_
B1,X,0.0735102138855819,0.2550047190030996,0.0782507275569242,0.319756036255,2.550047190030996,_1864_
A1,X,0.103858494188926,0.3958101181066389,0.143141128002168,0.4565853935279991,3.958101181066389,_1852_
A2,X,0.0858685161169415,0.3157756090433885,0.1248077232444847,0.415846563398899,3.1577560904338853,_1841_
B1,X,0.0881245240612536,0.3371761854045858,0.1180539727167124,0.4148603800138089,3.3717618540458583,_1864_
B2,X,0.0751310840362248,0.3051304295597333,0.0988509579948217,0.3685778453434858,3.051304295597333,_1843_
A1_N,X,0.1826455982597919,0.5756500439259752,0.1458770645569172,0.6791363219575808,5.756500439259751,_0995_
A2_N,X,0.1733492287669008,0.5547931715508895,0.1395425481328879,0.6680911568624164,5.547931715508894,A2_N
B1,X,0.1123641142490578,0.3205837075432662,0.1868012186696441,0.6537046644578409,3.2058370754326617,_1864_
B2,X,0.1065964638396465,0.3073128782876896,0.1646041266546903,0.6075403130318315,3.073128782876896,_1843_
A1_N,X,0.2448413485701825,0.7411629852965389,0.1762883500186906,0.8339957294159926,7.411629852965389,_0995_
A2_N,X,0.2194864213614021,0.6581981812547941,0.1650850891603483,0.7576285924181313,6.581981812547941,A2_N
B1,X,0.1746715321822022,0.5053263506224299,0.2324123459468365,0.8089168452923046,5.053263506224299,_1864_
B2,X,0.1543330923409153,0.4139421700353239,0.1935967552176875,0.6983493980759168,4.139421700353239,_1843_
A,Y,0.0734795925459179,0.1650294114740886,0.0629870964880425,0.2378949604644018,1.6502941147408858,key_in[15]
B,Y,0.0896630781111864,0.2355699035848991,0.0663643811466805,0.2388771470464902,2.355699035848991,_1780_
A1,Y,0.1207746159488649,0.3112555856709727,0.0593390353649342,0.2161956092010402,3.112555856709727,_1852_
A2,Y,0.1205651862471341,0.3263775453390116,0.0572295838029114,0.2233118614343926,3.2637754533901155,_1841_
B1,Y,0.0716222657010242,0.19289093090982,0.0404540197513122,0.1892295540489335,1.9289093090982,_1864_
A,Y,0.0697482299991373,0.1833575704278322,0.0366476859232265,0.1511708162548646,1.833575704278322,key_in[15]
A1,X,0.1412231482839449,0.4630781167375118,0.1568857588246912,0.5214424595259858,4.630781167375118,_1852_
A2,X,0.1293084564913021,0.403828620862046,0.1509170886531984,0.5030448422422997,4.03828620862046,_1841_
B1,X,0.1225089370180452,0.382652614869506,0.1169241958571138,0.4273011510015488,3.82652614869506,_1864_
B2,X,0.1307630707393053,0.4223948255167894,0.1396367228036152,0.5017688073728581,4.223948255167894,_1843_
A1,Y,0.1381702014133361,0.3869912277945674,0.0630976053154815,0.3199581801179256,3.869912277945674,_1852_
A2,Y,0.1283557879647157,0.3621899549460382,0.0505277327335612,0.2463788687248944,3.6218995494603816,_1841_
B1,Y,0.1068451052319372,0.2841741089544041,0.0491058319017932,0.2303480388298293,2.841741089544041,_1864_
B2,Y,0.0882538372917041,0.270987767673391,0.0388165031937231,0.2298264421603208,2.70987767673391,_1843_
A1_N,X,0.1736533049841576,0.5672567021112779,0.1398530081327169,0.685021392332955,5.672567021112778,_0995_
A2_N,X,0.1599112970636043,0.5410696488442189,0.1340754212269541,0.6907572487295995,5.410696488442189,A2_N
B1,X,0.1057762796181143,0.3253517547463979,0.1816610524537095,0.6480930420211655,3.2535175474639786,_1864_
B2,X,0.1017773810704082,0.3408879663922158,0.1554441341864435,0.597361177431519,3.408879663922158,_1843_
A,X,0.0948969263363671,0.2739110127354797,0.1544432542236493,0.5870603058731133,2.7391101273547966,key_in[15]
B,X,0.0851817390733789,0.2273061109230516,0.1345989469090224,0.5111239354209893,2.273061109230516,_1780_
A,X,0.1002033345771532,0.2919464197471378,0.2328499126087921,0.9392159538164973,2.919464197471378,key_in[15]
B,X,0.0921742430693493,0.2614032397863087,0.2171733132575398,0.8774651253958083,2.614032397863087,_1780_
C,X,0.0829944400584465,0.2247298799549116,0.1887116488710863,0.7833613979218179,2.2472987995491156,_1779_
A,X,0.0968502666589247,0.3025199343325266,0.2305955075490171,0.9246290661503094,3.0251993433252657,key_in[15]
B,X,0.0838857895778698,0.2439890858412254,0.2090724597069521,0.857561823603542,2.439890858412254,_1780_
C,X,0.0851999259148154,0.2671897223543079,0.1795172394881028,0.7563235252157746,2.6718972235430787,_1779_
A1,X,0.1096961094675492,0.4502156552775174,0.1629379038922088,0.5036064485751897,4.5021565527751735,_1852_
A2,X,0.106762851581274,0.4328366398921573,0.1509206136114012,0.4921328484027054,4.328366398921573,_1841_
B1,X,0.1071492785937115,0.4480023423486036,0.1408899009558909,0.4785132425740788,4.480023423486036,_1864_
B2,X,0.0966831919667812,0.3942535298709399,0.130286660148177,0.4353110495282717,3.942535298709399,_1843_
C1,X,0.0790052212680101,0.3700331812364754,0.0794546603777711,0.2707147360683382,3.7003318123647535,_1854_
A1,X,0.1815340984472531,0.6217488366805263,0.2011680878817044,0.6492391807930523,6.217488366805262,_1852_
A2,X,0.1777870539998061,0.5800758926276637,0.1969447438654347,0.6311040757509632,5.800758926276637,_1841_
B1,X,0.1790759674566976,0.6061067375107401,0.2000788757970152,0.6548449190475307,6.061067375107401,_1864_
B2,X,0.1709699791244758,0.5640020832225423,0.1757601058886342,0.5815861290507737,5.640020832225423,_1843_
C1,X,0.1544334703829681,0.5537978010700108,0.1024015276558228,0.3552628292102794,5.537978010700107,_1854_
A1,X,0.1336049919625402,0.4232282144537941,0.1597373806218781,0.5016471824370706,4.23228214453794,_1852_
A2,X,0.137091800125655,0.4606048728356062,0.1609904199962718,0.5165678586650523,4.606048728356062,_1841_
B1,X,0.1330817299584477,0.440432619508018,0.1463901263866824,0.4955352934913506,4.40432619508018,_1864_
B2,X,0.1215737128712266,0.411491075083386,0.1369671637098281,0.4658658590756127,4.11491075083386,_1843_
A1_N,X,0.2390075427444203,0.7170283458819995,0.1741231652592554,0.8295923627311886,7.170283458819995,_0995_
A2_N,X,0.220210078627107,0.6636755222128433,0.1654860184614551,0.7802164135598647,6.636755222128433,A2_N
B1,X,0.1507579520559055,0.4022547964134022,0.2124745300953159,0.7183174813835023,4.022547964134022,_1864_
B2,X,0.1581102377109687,0.4413967927210224,0.1952152106331835,0.7056518902269174,4.413967927210224,_1843_
A1_N,X,0.1824721814184409,0.6080303654887607,0.1461341505833278,0.7237098902777656,6.080303654887606,_0995_
A2_N,X,0.1747137484139075,0.5728065406348855,0.1397725724723079,0.6969782170905738,5.728065406348854,A2_N
B1,X,0.1189399723487845,0.3747803284905773,0.1886190701460021,0.688927101532896,3.747803284905773,_1864_
B2,X,0.1135548909266909,0.3467787266607521,0.1678063846485461,0.6289242082916121,3.467787266607521,_1843_
A1_N,X,0.2209228557068629,0.6838062531981363,0.1638296905619605,0.8023310021239677,6.838062531981362,_0995_
A2_N,X,0.1926965447304983,0.6000682343090232,0.1513468143648208,0.7060053297368027,6.000682343090232,A2_N
B1,X,0.1512626733349624,0.4674334385195664,0.2191787924303659,0.7606477885078369,4.674334385195664,_1864_
B2,X,0.1267306850886718,0.3512727985692333,0.1778689745835525,0.6491861121309743,3.512727985692333,_1843_
A,Y,0.0529076381014786,0.1480854231154435,0.0294215007906453,0.1253717581903097,1.480854231154435,key_in[15]
A,Y,0.1430860054274364,0.3598564603713096,0.0487638936088788,0.1453242151083816,3.5985646037130956,key_in[15]
B,Y,0.1333848347305305,0.3267168850160855,0.0436850359917661,0.1337376358621587,3.2671688501608545,_1780_
A1,X,0.0600306488176846,0.1964532203629563,0.0897558303086231,0.2754730410641532,1.9645322036295627,_1852_
A2,X,0.0662869430885228,0.2191227816771895,0.1085819798141464,0.3091519350244177,2.1912278167718946,_1841_
B1,X,0.0521944481575237,0.2426427183411846,0.0694896104771305,0.2894392307752943,2.4264271834118456,_1864_
A,Y,0.0665704454847728,0.1857531403491807,0.0310800144417815,0.1136099718680579,1.857531403491807,key_in[15]
A,Y,0.3342655691297594,0.9121301194744336,0.0742274596131383,0.2576762209872347,9.121301194744335,key_in[15]
B,Y,0.3162438178616904,0.8599180499953426,0.0589785806331135,0.1804437345061433,8.599180499953425,_1780_
C,Y,0.2998538724413661,0.8138707715905911,0.0599617247825877,0.1951461270035224,8.13870771590591,_1779_
D,Y,0.2627038383408649,0.7121685664988638,0.0574549243888138,0.1924902375311126,7.121685664988638,_1791_
A1,X,0.1055624298408417,0.4050425665070795,0.157814071832986,0.4711198231547898,4.050425665070795,_1852_
A2,X,0.0815946638905169,0.2953981587394705,0.1289560161821671,0.3811418510904444,2.953981587394705,_1841_
B1,X,0.0843848001470823,0.404510436596327,0.0948722169344765,0.2938722959268469,4.04510436596327,_1864_
C1,X,0.0663209506085077,0.2870012919665703,0.0637001788791387,0.1957481870890162,2.870012919665703,_1854_
A,Y,0.1659902956512896,0.4540937199233635,0.0527826026992409,0.2153988992582488,4.5409371992336345,key_in[15]
B,Y,0.1462820045388139,0.4009714895829436,0.0419413404766565,0.1439931964420903,4.009714895829435,_1780_
C,Y,0.1211405315903423,0.3342900495481448,0.0361962102480471,0.1255759420881008,3.3429004954814476,_1779_
A1,X,0.1036206844103255,0.4432910830547876,0.2042760185491627,0.6543633042858273,4.4329108305478755,_1852_
A2,X,0.0759237416648616,0.288934828685366,0.1784248077565511,0.5950959893303124,2.88934828685366,_1841_
A3,X,0.0868372967556284,0.3630208458811668,0.1545805333045267,0.5322707980583087,3.630208458811668,_1837_
B1,X,0.0816216770052488,0.350478517239377,0.1150361644058269,0.3763132412196067,3.50478517239377,_1864_
B2,X,0.0620360586015697,0.2575439934212623,0.0906043460347661,0.2989299448141425,2.575439934212622,_1843_
A1,X,0.1027842839932813,0.3728310543599625,0.1808000744737626,0.6439796655985951,3.728310543599625,_1852_
A2,X,0.0883956960426876,0.317333890369248,0.1838459991835419,0.6529744707538936,3.1733389036924797,_1841_
B1,X,0.0982978171127339,0.3628299985378362,0.1612908324774438,0.6108773104713241,3.6282999853783617,_1864_
B2,X,0.0869369531526948,0.3026399494448829,0.1596824939695459,0.6077787889442656,3.026399494448829,_1843_
C1,X,0.0633207115774837,0.2025173419616908,0.0938846457705664,0.5186636822390623,2.025173419616908,_1854_
A1,X,0.1297753052863604,0.4081719522350955,0.1576078756559059,0.4632961367901386,4.081719522350955,_1852_
A2,X,0.1091905971545649,0.3164886220455438,0.1308361095386035,0.3794896171384689,3.1648862204554375,_1841_
B1,X,0.0974072378105557,0.3273293950760941,0.0802860856077455,0.2686330123271396,3.273293950760941,_1864_
A1,Y,0.1437566772977925,0.3346010507817136,0.0681542272464503,0.2361483297970878,3.3460105078171356,_1852_
A2,Y,0.170940960669349,0.4134859793816035,0.0952746797311794,0.4846346794380806,4.134859793816035,_1841_
A3,Y,0.1882728470859808,0.4463279872022367,0.0799643360272155,0.3167407814571433,4.463279872022367,_1837_
B1,Y,0.0868268953533723,0.3705050815464386,0.0353059327877623,0.1338127979630515,3.7050508154643857,_1864_
A,X,0.1181562658935369,0.3547471861119089,0.1742396554134087,0.6326254144046335,3.547471861119089,key_in[15]
B,X,0.1070235319548285,0.2954884753850781,0.1594003862910101,0.5855399664201935,2.9548847538507808,_1780_
A1,X,0.1149602667821594,0.3886235332426873,0.1448643190852117,0.430283459930218,3.886235332426873,_1852_
A2,X,0.110889363330376,0.3377261621509639,0.1574289493326393,0.4531101178068787,3.3772616215096387,_1841_
B1_N,X,0.1556122774682784,0.4650923666724805,0.1246563165752194,0.4732091519239222,4.650923666724805,_1849_
A1_N,Y,0.1120320742885774,0.4701174027575054,0.1017269908214529,0.3666548834992987,4.701174027575054,_0995_
A2_N,Y,0.1030153283501341,0.3940358151296535,0.0951423411429013,0.2911105883194098,3.940358151296535,A2_N
B1,Y,0.1447771665753138,0.4180987341347738,0.0590005630496228,0.2718547131022641,4.180987341347738,_1864_
B2,Y,0.1279651976158182,0.331298553523687,0.0528650055361272,0.2037601256506045,3.31298553523687,_1843_
A1,X,0.1329252995298538,0.5175350849914607,0.1862903772859909,0.578368147522887,5.175350849914607,_1852_
A2,X,0.1367125756852935,0.5106000211608515,0.1766818269475338,0.5546229188452482,5.106000211608515,_1841_
B1,X,0.1356572947927541,0.5250852123951075,0.1715365120721769,0.548124006142198,5.250852123951075,_1864_
B2,X,0.1269829416447888,0.4830553316297331,0.1527235048320793,0.4842467675023056,4.830553316297331,_1843_
C1,X,0.1160598733302106,0.5075817687607435,0.1071176025421443,0.3438400217426083,5.075817687607434,_1854_
A1,X,0.1157933365300355,0.45174892882904,0.1647676763886309,0.512217893709243,4.5174892882904,_1852_
A2,X,0.1304430211878298,0.4961303730493797,0.1723104763201079,0.5419962965179297,4.961303730493796,_1841_
B1,X,0.1220237001536215,0.4861836626458458,0.1618151630712278,0.5177896591382071,4.861836626458458,_1864_
B2,X,0.1207941281190745,0.4685886811205126,0.1484920006763478,0.4718445212546098,4.685886811205126,_1843_
C1,X,0.108317774482389,0.4681493658572437,0.0960158368878049,0.3104004918732227,4.681493658572437,_1854_
A,X,0.1227949443550653,0.3261559170614527,0.1702129041447846,0.6362917595136957,3.2615591706145266,key_in[15]
B,X,0.1203889105814138,0.3149652294792199,0.157230635739257,0.5946084903864121,3.1496522947921988,_1780_
A1,X,0.1033903131262004,0.4137044990346055,0.1461821677305009,0.4651567040985771,4.137044990346054,_1852_
A2,X,0.0862803949929384,0.3270591667842578,0.1265315249502092,0.4193788213183699,3.2705916678425777,_1841_
B1,X,0.0891907961620477,0.3742223581381959,0.1180642839133453,0.4215878043773652,3.742223581381958,_1864_
B2,X,0.0747906757694595,0.3131630043923755,0.1067081453401884,0.3805304512534918,3.1316300439237548,_1843_
A1_N,X,0.1872880376019226,0.6024106939349292,0.1463547380267717,0.7036957327133552,6.024106939349291,_0995_
A2_N,X,0.1660604201150657,0.5386324871916341,0.1342500038025139,0.6515022594704525,5.386324871916341,A2_N
B1,X,0.1162377380026798,0.3460605511213863,0.1927298097888145,0.6826167602159118,3.4606055112138625,_1864_
B2,X,0.098936826809311,0.2900440247850636,0.158850062599927,0.5913043555493778,2.9004402478506357,_1843_
A1_N,X,0.2179560621454017,0.6837058335227189,0.1630119557700457,0.7843854676686948,6.837058335227188,_0995_
A2_N,X,0.1926852759664797,0.6011573631269832,0.1512696399846389,0.7073072328034498,6.011573631269831,A2_N
B1,X,0.1483674058938855,0.4444020277557984,0.2164890966659002,0.7602169109397938,4.444020277557984,_1864_
B2,X,0.1270442120796931,0.3533542447546679,0.1780782516296131,0.6501914746193572,3.533542447546679,_1843_
A,Y,0.0652930297754052,0.1798930083592024,0.0476212555090655,0.1937795256882855,1.798930083592024,key_in[15]
B,Y,0.0706317524460156,0.1905217842972049,0.0508042650106875,0.1979337860748941,1.905217842972049,_1780_
A,X,0.1178625286284892,0.3109245171556662,0.1754254846595484,0.6396761634776804,3.109245171556662,key_in[15]
B,X,0.1145163440932081,0.2934816917001612,0.1588956095008004,0.5893212196155542,2.9348169170016116,_1780_
A1,Y,0.0927428021741276,0.2436802217870394,0.0536661320850133,0.2505552503058942,2.436802217870394,_1852_
A2,Y,0.0882374406849454,0.2465733520487334,0.0403930823833247,0.1653491557142237,2.465733520487334,_1841_
B1,Y,0.0623752039896087,0.1849790095677912,0.0318069260488193,0.1844186661136275,1.849790095677912,_1864_
A,X,0.1073237917803303,0.3039410475998143,0.1665628238034932,0.6067692076082698,3.0394104759981424,key_in[15]
B,X,0.1045483104681044,0.3048286709331058,0.1582715114876444,0.5826163050244587,3.0482867093310575,_1780_
A1,X,0.0911263104656619,0.3051452510375312,0.129058822837155,0.3860308015843771,3.051452510375312,_1852_
A2,X,0.0939400875344266,0.3124106062273077,0.1473038399617905,0.4314585477682907,3.1241060622730767,_1841_
B1_N,X,0.1318636903658951,0.4109914747081751,0.1102483413545098,0.4284210329981607,4.109914747081751,_1849_
A1,X,0.1130315595336574,0.4046650629124548,0.1347533234249626,0.4649936678427999,4.046650629124548,_1852_
A2,X,0.101342409554846,0.3124889602194866,0.1263561652185102,0.3837461013129609,3.1248896021948656,_1841_
B1,X,0.0923179614439516,0.3326795322274993,0.0862865775475816,0.2829715153401185,3.3267953222749926,_1864_
A1_N,X,0.1359886547416127,0.4651107963752105,0.1243911953094408,0.4540701554389994,4.651107963752105,_0995_
A2_N,X,0.1267981866504781,0.4535222881164277,0.1260908912970613,0.4698113697721123,4.535222881164277,A2_N
B1,X,0.0879974520935975,0.2818173274510755,0.1671136054615869,0.6288431620085223,2.818173274510755,_1864_
B2,X,0.0854766073781649,0.281358222461833,0.1607924394698063,0.6179751885130994,2.81358222461833,_1843_
A1,X,0.1413192936005965,0.4519664215257151,0.1643638049964256,0.5161494711063894,4.5196642152571505,_1852_
A2,X,0.1357884260134587,0.4340229132275194,0.1607375944508387,0.5152526884328857,4.340229132275193,_1841_
B1,X,0.1335877835051718,0.4480907438594395,0.152107830636361,0.5077677311226276,4.480907438594395,_1864_
B2,X,0.1231510622780733,0.4494174049002359,0.1396561655848838,0.4774057950756945,4.494174049002359,_1843_
A1_N,X,0.2078412778489739,0.6459675199804068,0.1576544772686825,0.7451667271923269,6.459675199804067,_0995_
A2_N,X,0.1904936262649465,0.6019478419428725,0.1502341904514378,0.728232939008009,6.019478419428725,A2_N
B1,X,0.1358037332138437,0.3951040162430074,0.2093821009172773,0.7244685056919471,3.9510401624300737,_1864_
B2,X,0.1285025594527222,0.3793179488984311,0.1788410997691957,0.6544355242956218,3.793179488984311,_1843_
A,Y,0.0302116222534885,0.0962914636392512,0.0160981510456247,0.0876366920504365,0.962914636392512,key_in[15]
A1,X,0.1221032337577975,0.4271600416511282,0.2122326818803492,0.6629812442247585,4.271600416511282,_1852_
A2,X,0.1130561509743484,0.3607672318553193,0.1903536548931582,0.606113176804465,3.6076723185531927,_1841_
A3,X,0.0982262493589849,0.3037384318920899,0.1562374440711257,0.5169866903129374,3.0373843189208984,_1837_
B1,X,0.0781837047788108,0.2878631858805384,0.0665086546328109,0.2053601236077941,2.8786318588053836,_1864_
A1,X,0.1223337576975927,0.390057608364154,0.2069352109351642,0.6548235472537023,3.900576083641539,_1852_
A2,X,0.1172676017261304,0.365977453146089,0.1959598649924355,0.6162088791421173,3.6597745314608896,_1841_
A3,X,0.1102480360431694,0.369725538427651,0.1692420557156559,0.5570200014455104,3.69725538427651,_1837_
B1,X,0.0909030723646718,0.3385265497076283,0.0721214150481187,0.247336130799375,3.3852654970762828,_1864_
A1_N,X,0.1810514428514347,0.5888318888036114,0.143343507787493,0.6830043390847699,5.888318888036113,_0995_
A2_N,X,0.1658082051923134,0.5481333875270215,0.1376861025275449,0.6731590475574039,5.481333875270214,A2_N
B1,X,0.1103480810183054,0.3247604777023357,0.1867361734763493,0.6683352949124362,3.2476047770233567,_1864_
B2,X,0.105481459885587,0.3155391592880317,0.1587515996926458,0.6017032042924776,3.155391592880317,_1843_
A1_N,X,0.2047428118330682,0.6570187357912266,0.1543119287139098,0.7594962651541284,6.570187357912266,_0995_
A2_N,X,0.1784814846435612,0.5711197232347148,0.1424380514963641,0.6787119391944155,5.711197232347148,A2_N
B1,X,0.1348763777729347,0.4182408426859448,0.2071570057461814,0.7350240624194048,4.182408426859448,_1864_
B2,X,0.1127357128448033,0.3224410274492658,0.1682643932925208,0.6220119595448041,3.2244102744926577,_1843_
A,Y,0.0554297907984491,0.1488977039365956,0.0322695906907352,0.1178221303870381,1.4889770393659558,key_in[15]
A,Y,0.1377420161362039,0.3599174393726618,0.054726006525447,0.1862103024480751,3.5991743937266176,key_in[15]
B,Y,0.1171846264304807,0.2889112642010019,0.0414349954963801,0.1274785035836335,2.889112642010019,_1780_
A1,X,0.0773239757998019,0.2689346321758851,0.1102394456922734,0.3413103785094567,2.6893463217588507,_1852_
A2,X,0.0731776812636203,0.2353289851817418,0.1132163561613327,0.3213449874927822,2.353289851817418,_1841_
B1,X,0.0578535326298442,0.2400131272774144,0.0716872484442721,0.2977325137370674,2.4001312727741437,_1864_
A1_N,X,0.2119936924897518,0.6425305469547192,0.1615052026717739,0.7445329008496426,6.425305469547192,_0995_
A2_N,X,0.2092164001261657,0.6405717804169754,0.1568721308366785,0.7508835432635607,6.405717804169753,A2_N
B1,X,0.1527708003342659,0.4495958732564918,0.2155977263297946,0.7476830477488062,4.495958732564918,_1864_
B2,X,0.1405433725845293,0.4038988147147631,0.1915735957426942,0.6911801326916392,4.038988147147631,_1843_
A1,X,0.1329742464888363,0.4318431290348975,0.1481954323425073,0.4943426918845692,4.3184312903489745,_1852_
A2,X,0.134044862337337,0.4395091637255933,0.1621021002200573,0.551023575697617,4.395091637255932,_1841_
B1,X,0.1169769453300632,0.3723928493197497,0.1162937071224917,0.4329896008737011,3.723928493197497,_1864_
B2,X,0.1195899663147222,0.3811480128284054,0.1205039158122297,0.450057309714152,3.8114801282840536,_1843_
A1_N,Y,0.1647214772317121,0.5886081233466697,0.1253288619469826,0.3795308896805766,5.8860812334666965,_0995_
A2_N,Y,0.1552440303583833,0.5667861895801347,0.1139490201115796,0.340923382507703,5.667861895801347,A2_N
B1,Y,0.2225688862875129,0.546193217225466,0.0821017027602032,0.2957722483981979,5.461932172254659,_1864_
B2,Y,0.1963927409619794,0.4953518846424954,0.0764440060667028,0.2886732323777902,4.953518846424954,_1843_
A,Y,0.1247751520755786,0.3269317409330026,0.0499708032152947,0.2063447249250294,3.269317409330026,key_in[15]
B,Y,0.1059719009205858,0.2739203386091503,0.0394140876925223,0.1534925563429874,2.739203386091503,_1780_
A1,X,0.1031982514764023,0.3558338724391456,0.1368903640299276,0.40857937634108,3.5583387243914557,_1852_
A2,X,0.1079075609409762,0.3401489186593968,0.1445454907790979,0.4160505391298671,3.4014891865939676,_1841_
B1,X,0.078790920462621,0.2650944261362494,0.0853662720230784,0.3357862416495961,2.650944261362494,_1864_
A1,X,0.096509275525055,0.3590648158212114,0.1413056239792192,0.4441602211741963,3.590648158212114,_1852_
A2,X,0.0844493665566842,0.3229569481034004,0.1253418793123145,0.4137604265210527,3.229569481034004,_1841_
B1,X,0.0798688082721387,0.3072027996716848,0.1119438809445644,0.3910821777114062,3.0720279967168476,_1864_
B2,X,0.0681546366412022,0.271933622205971,0.0924681052344907,0.3433090575660646,2.71933622205971,_1843_
A1_N,X,0.1928791903010025,0.5984842790749932,0.1529880015973889,0.704124445346439,5.984842790749932,_0995_
A2_N,X,0.1814287244014482,0.5693853327765935,0.1445893168342344,0.6821045032978621,5.693853327765935,A2_N
B1,X,0.1230485748122141,0.346099880773146,0.1954212680323816,0.6769631713477187,3.46099880773146,_1864_
B2,X,0.1139105994549471,0.3208950418437519,0.1706444200910849,0.6216600743471972,3.2089504184375186,_1843_
A1_N,X,0.2105969347407557,0.6663156881512221,0.1595771060459528,0.7671711261181196,6.66315688151222,_0995_
A2_N,X,0.1899076782915532,0.6004636957615792,0.1496922905777922,0.7112280410369528,6.004636957615792,A2_N
B1,X,0.1415493595733812,0.4243495119848023,0.2112476087183152,0.74356123363101,4.243495119848022,_1864_
B2,X,0.1258140710558299,0.3588778820141533,0.1775144526061875,0.651201888622645,3.588778820141533,_1843_
A,X,0.0922375604780132,0.2521389279841602,0.3941020399349453,1.6474240216076053,2.521389279841602,key_in[15]
B,X,0.0896578670017171,0.2384988662957263,0.3714949564231899,1.554635797432698,2.3849886629572628,_1780_
C,X,0.0942828966585505,0.2629779801689737,0.36091319843161,1.5411926615588265,2.629779801689737,_1779_
D_N,X,0.1483572473529229,0.4490501986244558,0.3429180370057328,1.4947166150098383,4.490501986244557,_1736_
A1,Y,0.0897829752623429,0.236974752084416,0.0523561590845278,0.2317244933746884,2.36974752084416,_1852_
A2,Y,0.0858482614850632,0.2386402809574874,0.0391277091246679,0.1573685254428152,2.3864028095748737,_1841_
B1,Y,0.0669645330362968,0.2134723985780707,0.0264524971914132,0.1320112945211935,2.134723985780707,_1864_
A1_N,X,0.1906237721626889,0.6180340858462214,0.1458312817336443,0.7418398327826442,6.180340858462214,_0995_
A2_N,X,0.1771474683750186,0.573649199934408,0.1371040542126359,0.6878466324547731,5.7364919993440795,A2_N
B1,X,0.1232760595163935,0.4007582434894577,0.196376573338726,0.6981923015134893,4.0075824348945766,_1864_
B2,X,0.1082832326675584,0.3356767736562721,0.1698535110637613,0.6294284160925055,3.3567677365627206,_1843_
A1,Y,0.124963487539245,0.3429892578147768,0.0536608030143444,0.2373001307065604,3.4298925781477676,_1852_
A2,Y,0.1215056978312569,0.3437171478058828,0.0474702686428933,0.2254366063190121,3.437171478058828,_1841_
B1,Y,0.1065979834574544,0.292913424028935,0.048546775612485,0.2241178139841253,2.9291342402893497,_1864_
B2,Y,0.0924342295534938,0.2509433287751275,0.0373188296383814,0.1961622447777605,2.509433287751275,_1843_
A1_N,X,0.1529582614972756,0.521434854498052,0.1224426428238123,0.6043936078241415,5.2143485449805205,_0995_
A2_N,X,0.1435082093778543,0.4992665311380375,0.121416047319483,0.6471184327114344,4.9926653113803745,A2_N
B1,X,0.079989239718141,0.2496967148166705,0.1615008728018555,0.5938642523608061,2.496967148166705,_1864_
B2,X,0.0853689226806246,0.3028303526989911,0.1407387579646014,0.5478090913723567,3.028303526989911,_1843_
A,X,0.0881821030044967,0.2479775344144167,0.1495384552955919,0.5699078037467585,2.479775344144167,key_in[15]
B,X,0.083467055074502,0.2284948406269251,0.1333267145535476,0.5084346976235342,2.2849484062692507,_1780_
A,X,0.0914187779130892,0.2713452594974309,0.2250982242093241,0.914646717586677,2.7134525949743087,key_in[15]
B,X,0.0857580142283966,0.2545568272667229,0.2116248763905405,0.8590238763460205,2.545568272667229,_1780_
C,X,0.0735488149534611,0.2023990338172832,0.1808997586264054,0.7587473086805343,2.023990338172832,_1779_
A1,X,0.1043163571161245,0.3884271902952294,0.2172815877610786,0.702961320161795,3.8842719029522934,_1852_
A2,X,0.0976283040376925,0.3610864487395027,0.1979014785839637,0.6582813369616903,3.610864487395027,_1841_
A3,X,0.0892042229221315,0.3382018094637412,0.1631732295467214,0.5515239532289672,3.3820180946374117,_1837_
B1,X,0.0844306662370843,0.3463928963932072,0.115618566604335,0.3792676835495696,3.4639289639320716,_1864_
B2,X,0.0706451236949466,0.2983787190668264,0.0980077574615593,0.32536091408661,2.983787190668264,_1843_
A1,X,0.1414253754135997,0.5250992012056134,0.1792127053038353,0.5785048159810836,5.250992012056133,_1852_
A2,X,0.1384171011432078,0.4921644342486493,0.1727993630428283,0.5497922828173332,4.921644342486493,_1841_
B1,X,0.1498225891312049,0.5721530078329568,0.1712263018725355,0.5708036982418174,5.721530078329567,_1864_
B2,X,0.1283558434758686,0.4648049021676994,0.154146144656069,0.5129883329989712,4.648049021676994,_1843_
C1,X,0.1137760959317097,0.4581775921682201,0.0871749502814359,0.3107158784878628,4.581775921682201,_1854_
A,Y,0.0335570226937364,0.1079825218139401,0.0170431555636774,0.1023226046743277,1.0798252181394008,key_in[15]
A,Y,0.1194372135000015,0.3135028436698245,0.0481625863933948,0.1979065994878097,3.135028436698245,key_in[15]
B,Y,0.104858534545534,0.270749014205193,0.039470875601838,0.1613387247245231,2.7074901420519297,_1780_
A1,Y,0.1181320769087038,0.3107151845984529,0.0505247802341216,0.226493649690653,3.1071518459845286,_1852_
A2,Y,0.1251963013140933,0.3146064608986656,0.0517966587059972,0.2082531706027589,3.146064608986656,_1841_
B1,Y,0.0643269622443114,0.231516895541,0.0317034567294449,0.1444674559760476,2.31516895541,_1864_
A1_N,X,0.2044157262429752,0.6097580946085459,0.1540414228663094,0.7077367225926728,6.097580946085459,_0995_
