Start Signal,End Signal,Min Rise Delay,Max Rise Delay,Min Fall Delay,Max Fall Delay,Estimated Depth,Mapped Start Signal
B1,X,0.1138641921312052,0.3934603310085632,0.132199296917943,0.4502605082889808,3.934603310085632,_1864_
B2,X,0.101570005281331,0.3522655045147775,0.1162519766133733,0.4106737288695409,3.5226550451477747,_1843_
A,Y,0.0407649134320225,0.1159418566193552,0.0208550474459374,0.103544439841953,1.159418566193552,key_in[15]
A1,X,0.0866830035064174,0.308721917879243,0.1671130503500588,0.6006283973519404,3.08721917879243,_1852_
A2,X,0.088572117425184,0.3141678950359595,0.1822383684428422,0.6537092163723706,3.1416789503595948,_1841_
B1,X,0.0960510448364691,0.3416876323038938,0.1540875665120755,0.6036618042967631,3.416876323038938,_1864_
B2,X,0.0975485900222699,0.3422239810622592,0.1672766417173641,0.65140689130994,3.422239810622592,_1843_
C1,X,0.0824307243017501,0.3032495174137931,0.122683033871018,0.5767521623536906,3.0324951741379307,_1854_
A1,X,0.0815258508777257,0.2865355811501444,0.1232617098833943,0.3703096822885783,2.8653558115014435,_1852_
A2,X,0.0751527958358641,0.2997232546988247,0.1196186794585087,0.3616915758161888,2.997232546988247,_1841_
B1,X,0.0569553240136029,0.2362965445750671,0.0609105561007367,0.2085547904515044,2.362965445750671,_1864_
A,X,0.1681338449389205,0.4374747354865813,0.1353523442748406,0.3929625902569711,4.3747473548658125,key_in[15]
A,X,0.1558440642867999,0.4327858194317678,0.1347424293612253,0.3630501557698459,4.3278581943176775,key_in[15]
A,X,0.0674911257095574,0.2369145502392031,0.0772015251356165,0.2313023310576351,2.3691455023920307,key_in[15]
A1_N,Y,0.0883011883050435,0.3499977629005421,0.0956278833186654,0.294320492974564,3.4999776290054205,_0995_
A2_N,Y,0.0799425756553174,0.3223691127508118,0.0831038317239354,0.2654173067565177,3.223691127508118,A2_N
B1,Y,0.1170712587786724,0.2955436534709625,0.0462608714429424,0.1847737570803087,2.9554365347096248,_1864_
B2,Y,0.0960831927328351,0.2596545829619174,0.040821208679857,0.1694345683935705,2.5965458296191737,_1843_
A,X,0.1441560522866209,0.4022048363758811,0.130579176167863,0.3617226898173339,4.0220483637588105,key_in[15]
A1,X,0.0881042416737989,0.366066409768453,0.1276325747882332,0.416243828963921,3.66066409768453,_1852_
A2,X,0.0695762009366063,0.2939030213499224,0.1064255658168538,0.3584876108543843,2.939030213499224,_1841_
B1,X,0.0739573284658194,0.3035423109892431,0.1096520197344368,0.3707586842480109,3.035423109892431,_1864_
B2,X,0.0625455122064029,0.2731219494539867,0.0989299503652578,0.3374363661777651,2.731219494539867,_1843_
A,X,0.0712273316044199,0.2452845773697239,0.079187499077127,0.236810133760784,2.4528457736972387,key_in[15]
A,X,0.0930031772363417,0.2371428676106745,0.154667782958942,0.5603832556602779,2.3714286761067447,key_in[15]
B,X,0.0925770528107572,0.2374561448015082,0.1440764215379276,0.5344102533984205,2.374561448015082,_1780_
A1,Y,0.160723966462826,0.4199834487946808,0.0821450639094351,0.3287820664337493,4.1998344879468075,_1852_
A2,Y,0.1556908951384331,0.409413542434224,0.0723282565423501,0.3101886613141333,4.09413542434224,_1841_
B1,Y,0.0979127084901754,0.266667057095108,0.0505090254750672,0.2321110175316433,2.66667057095108,_1864_
A,Y,0.0349959272854968,0.1174116254120731,0.0154535694170851,0.126593863974805,1.174116254120731,key_in[15]
A1,X,0.0790824303426625,0.2878403430411607,0.160843551363748,0.5807219314239643,2.878403430411607,_1852_
A2,X,0.0983618631052783,0.4052926720060254,0.1858396267252449,0.6998515298707179,4.052926720060254,_1841_
B1,X,0.0868824342617499,0.3119624091795906,0.1471003499534094,0.5796796540189686,3.119624091795906,_1864_
B2,X,0.0793375734787251,0.281228520653313,0.1533775094788069,0.6016490809184964,2.81228520653313,_1843_
C1,X,0.0765106194500643,0.2895469779228815,0.1183920078816955,0.5614970869412345,2.8954697792288147,_1854_
A1,X,0.0803541145255034,0.2849648930816339,0.1222617597324096,0.3679092135079951,2.849648930816339,_1852_
A2,X,0.0734767614771251,0.295829341618854,0.1181660913675827,0.3580990327847758,2.95829341618854,_1841_
B1,X,0.0536434349624117,0.225838160120588,0.0582634165737872,0.1995313692969368,2.2583816012058797,_1864_
A,X,0.0702837599679989,0.2431940273552299,0.078693088994703,0.235510589918131,2.431940273552299,key_in[15]
A,Y,0.041144134402937,0.1095915333945658,0.0184493224530733,0.0899763761187023,1.095915333945658,key_in[15]
A,Y,0.0849586675058472,0.2315499385547049,0.0349849395466892,0.1304042050142336,2.315499385547049,key_in[15]
B,Y,0.0749230768077845,0.2233696207888823,0.0319109747658511,0.1761384143949745,2.233696207888823,_1780_
A1,X,0.1256331602088507,0.4651905659017858,0.2297635896575617,0.7459735817982927,4.651905659017858,_1852_
A2,X,0.0985591358645456,0.3338675541641747,0.1994134219750224,0.6504821865265772,3.338675541641747,_1841_
A3,X,0.1033575337904713,0.3543977434050252,0.1750544758698014,0.5920685220788394,3.543977434050252,_1837_
B1,X,0.1068471452668027,0.4582782338882487,0.1308169165575224,0.4381830577963249,4.582782338882486,_1864_
B2,X,0.0868580093545174,0.4643677518393898,0.1834707299128175,0.4675633346171212,4.643677518393898,_1843_
A,Y,0.0360250624250668,0.1165872709151868,0.0208976800112887,0.0921098917654645,1.165872709151868,key_in[15]
A,X,0.0702373873387276,0.2430919978563813,0.07867348661887,0.2354475570041252,2.430919978563813,key_in[15]
A1,X,0.1285580012165824,0.3782342879290221,0.2074579733388815,0.6325703473410547,3.782342879290221,_1852_
A2,X,0.1257466805163292,0.3587167608931478,0.1947435462456197,0.5985556664174956,3.5871676089314777,_1841_
A3,X,0.1278269748453431,0.3925254954398143,0.1768267943230742,0.5788891752030793,3.925254954398143,_1837_
B1,X,0.1086374909669476,0.3739680893027899,0.0838409920775593,0.2741389970400343,3.739680893027899,_1864_
A1,X,0.1278940878290798,0.4609298906352574,0.1603923983471443,0.5090964460760776,4.609298906352574,_1852_
A2,X,0.1141488880172404,0.395795851740369,0.1525199454347572,0.4833027448377681,3.95795851740369,_1841_
B1,X,0.1108005038525295,0.393356941486471,0.130886097331701,0.4448166960672235,3.9335694148647096,_1864_
B2,X,0.097639010751289,0.355909700673872,0.1128351263805762,0.4120734425874237,3.55909700673872,_1843_
A,Y,0.0357133395465116,0.1010713208401413,0.0172220090285559,0.0891233431725001,1.010713208401413,key_in[15]
A,Y,0.0358245040994431,0.1039885915144097,0.0135152925662572,0.0965996268651331,1.039885915144097,key_in[15]
A1,X,0.0959029410807954,0.3527920555546735,0.171749633265569,0.6294308585832288,3.5279205555467352,_1852_
A2,X,0.080898789956789,0.2930348546756877,0.1757785355913642,0.6330889325305237,2.9303485467568766,_1841_
B1,X,0.07542437721205,0.2676195452104478,0.1399862348994398,0.5465381635289728,2.6761954521044777,_1864_
B2,X,0.0895949173544406,0.3195749866301388,0.1609289275167563,0.6297719191060395,3.1957498663013877,_1843_
C1,X,0.0758812617551804,0.2879241093707377,0.1179177205921618,0.559540429827297,2.879241093707377,_1854_
A1,X,0.0888601509192813,0.3128938585680187,0.1291270599217359,0.3894241983551157,3.128938585680187,_1852_
A2,X,0.0778479941433513,0.3059578510478118,0.1217949942040805,0.3674158581374742,3.059578510478118,_1841_
B1,X,0.0576112091006316,0.2351988670395758,0.0608035444759242,0.207663503382128,2.351988670395758,_1864_
A,X,0.0676319297486377,0.237240594995181,0.0772762153917105,0.2315349921768132,2.3724059499518098,key_in[15]
A1_N,Y,0.0874780411757306,0.3549596550492556,0.0970809224377078,0.2980285547149563,3.5495965504925557,_0995_
A2_N,Y,0.0785451378946995,0.3299387800802447,0.0825191743848448,0.2760938222859292,3.299387800802447,A2_N
B1,Y,0.1162831600034594,0.2945421490076992,0.0472524394098542,0.1930207437406456,2.945421490076992,_1864_
B2,Y,0.0934122319824398,0.2661785311948809,0.0416326637726112,0.1828442449200911,2.6617853119488086,_1843_
A1,X,0.0882707473766261,0.3664672002916778,0.1278191338950099,0.4167117602264588,3.664672002916778,_1852_
A2,X,0.0693344359883688,0.2907789369369989,0.1062935186621279,0.3583919651381078,2.907789369369989,_1841_
B1,X,0.07647568211827,0.3166608176415332,0.1125103306255363,0.3794485943965488,3.166608176415332,_1864_
B2,X,0.0627017136514914,0.2735056147865723,0.0990637322435087,0.3379001063482665,2.735056147865723,_1843_
A,X,0.0680848036109782,0.2382885067821861,0.0775053793082622,0.2322444524651892,2.382885067821861,key_in[15]
A1,X,0.1276827291147891,0.454255534933779,0.1595963684159748,0.5064840357140994,4.54255534933779,_1852_
A2,X,0.1146776456254602,0.3970120455870909,0.1528879566222529,0.4844442206728196,3.970120455870909,_1841_
B1,X,0.1138610488121779,0.4103580369435604,0.1297136323955982,0.4618603963340879,4.103580369435604,_1864_
B2,X,0.0934961301510047,0.3136992976395881,0.1102270944607752,0.3781127462599638,3.136992976395881,_1843_
A,Y,0.036883282194609,0.1038171522578772,0.0181319530494441,0.0916093685173381,1.038171522578772,key_in[15]
A1,X,0.0789313914347845,0.2888229182013187,0.1592845900262667,0.5757071093910548,2.888229182013187,_1852_
A2,X,0.0776149375072095,0.2841901239219873,0.1723395919197521,0.6235749870742281,2.841901239219873,_1841_
B1,X,0.0844583871190144,0.3091528509584389,0.1447175475972053,0.5724050839778271,3.091528509584389,_1864_
B2,X,0.0861763323981184,0.3106788803045208,0.1575073727137592,0.6199969602092726,3.1067888030452075,_1843_
C1,X,0.0725088343224125,0.2794191068721808,0.114802962052909,0.5492578769493157,2.794191068721808,_1854_
A1,X,0.082054504402534,0.2913190882093312,0.1238622295343979,0.3724052005512479,2.913190882093312,_1852_
A2,X,0.0739839252469052,0.2825968983254394,0.114776219555047,0.3484232168069119,2.8259689832543935,_1841_
B1,X,0.0532981382447528,0.2231135894743748,0.0574907152045824,0.1968736340786963,2.2311358947437476,_1864_
A,X,0.1581486791842836,0.4376102937217219,0.1334409565060126,0.3662951989847232,4.376102937217219,key_in[15]
A,X,0.0711639656234973,0.247356503392453,0.0799684230358405,0.2397998534283521,2.4735650339245296,key_in[15]
A,Y,0.0348614480483888,0.1118656032802206,0.0137803088812626,0.1081926315272927,1.118656032802206,key_in[15]
A1,X,0.0987897569488583,0.3707947387417553,0.1336844422999869,0.4492567556240291,3.7079473874175526,_1852_
A2,X,0.0794424895575195,0.2817355040118465,0.1175655023276381,0.3759658246698002,2.8173550401184646,_1841_
B1,X,0.0704985187403986,0.2681951403538436,0.1050568134444459,0.3560308815204371,2.681951403538436,_1864_
B2,X,0.0710865622598101,0.277891356680362,0.0987558049400263,0.3561969153784656,2.77891356680362,_1843_
A1,X,0.0901339445259286,0.370634949888417,0.1360767231855319,0.4233081505138278,3.70634949888417,_1852_
A2,X,0.0666257137762805,0.2514252210925949,0.1089964399587485,0.3611637757753548,2.514252210925949,_1841_
B1,X,0.0756629086356368,0.309474538088922,0.1112286613740853,0.375572694685662,3.09474538088922,_1864_
B2,X,0.0636829079717235,0.2759053064110163,0.0999081609610268,0.3407994261034979,2.7590530641101627,_1843_
A,X,0.067269532126469,0.2386146903160461,0.0778883715681201,0.2339882798192867,2.3861469031604607,key_in[15]
A1,Y,0.1592567789387133,0.3927794312083035,0.0680938172344143,0.2443047500116295,3.927794312083035,_1852_
A2,Y,0.1579279390851695,0.4134036008308465,0.0621472751962069,0.2235190845677996,4.134036008308464,_1841_
B1,Y,0.0997145449989502,0.2711737577908515,0.0508440630377989,0.2368714458290529,2.711737577908515,_1864_
A,Y,0.0585095460864137,0.1788506615652657,0.0373022352731409,0.1954040873305896,1.7885066156526568,key_in[15]
A1,X,0.097170794994093,0.3077521935509585,0.1873360408713075,0.5802549716066004,3.077521935509585,_1852_
A2,X,0.0938971288410525,0.2882089926069136,0.1735913961709961,0.5439525095426447,2.882089926069136,_1841_
A3,X,0.0867929155889638,0.2691051624372904,0.1531787934295667,0.4937171367036522,2.6910516243729035,_1837_
B1,X,0.0759864970231034,0.2961567186424992,0.0687534701409394,0.2262076423536329,2.961567186424992,_1864_
A,X,0.0994071658681017,0.2679882780429299,0.1576014641177573,0.5800591282595178,2.679882780429299,key_in[15]
B,X,0.0958455772432695,0.2520848601213318,0.1411603651701267,0.5408561529505455,2.5208486012133178,_1780_
A1,Y,0.1481859121798019,0.3799533017978175,0.0711968074092734,0.2582027442715543,3.7995330179781743,_1852_
A2,Y,0.1472832175685249,0.3885605280842579,0.0681133849157768,0.2966215690360566,3.885605280842579,_1841_
B1,Y,0.091239317294977,0.2495208554845962,0.0471833314940638,0.2174170904850664,2.495208554845962,_1864_
A,Y,0.0331629733061299,0.1061872356211958,0.0153122310831591,0.1206292599952549,1.061872356211958,key_in[15]
A,Y,0.0344990226706437,0.0988992596366528,0.0152656433481707,0.088581262887608,0.988992596366528,key_in[15]
A1,X,0.0884185943932181,0.3273812424928105,0.1663968870899821,0.6121308078127284,3.2738124249281046,_1852_
A2,X,0.0770469820862179,0.2843503846201244,0.1732682657505402,0.6335410153589368,2.843503846201244,_1841_
B1,X,0.0718986487919274,0.2573380747999461,0.1368402929701009,0.5368211582757303,2.573380747999461,_1864_
B2,X,0.0891235999115818,0.3655899020328073,0.1571702673605856,0.631507364276064,3.655899020328073,_1843_
C1,X,0.072950758609863,0.3062888362963891,0.1119233973291808,0.5447488170295782,3.0628883629638906,_1854_
A1,Y,0.0914703685907239,0.2287202575406627,0.0451749969663155,0.1747915195389821,2.287202575406627,_1852_
A2,Y,0.0930434644554872,0.2442220106383793,0.0386583588582865,0.2025004804490275,2.442220106383793,_1841_
B1,Y,0.0444960331175096,0.1331990944132576,0.0236588012821744,0.1283095332966441,1.331990944132576,_1864_
A,X,0.0683164516516177,0.2410375856023609,0.0784482154219086,0.235719755941886,2.410375856023609,key_in[15]
A,Y,0.0378191100252142,0.1012388812548718,0.0160316400109512,0.0827421904412237,1.012388812548718,key_in[15]
A,X,0.0821224778091391,0.2624419644775251,0.0886148263183704,0.301587541254501,2.624419644775251,key_in[15]
B,X,0.0823012653545236,0.2598750455052675,0.0949541028237524,0.3389896792554489,2.598750455052675,_1780_
A1,X,0.1211350776195796,0.454832934189641,0.2260204587463871,0.7347246907723478,4.54832934189641,_1852_
A2,X,0.0933084746989602,0.3208464973406272,0.1952341538140769,0.6376798158894902,3.208464973406272,_1841_
A3,X,0.0927780101227917,0.3109114997903344,0.1701578093256294,0.5742864679685661,3.109114997903344,_1837_
B1,X,0.0986782627984571,0.3816721768887309,0.1239808429901459,0.4093687449339134,3.8167217688873087,_1864_
B2,X,0.0869895013977153,0.3816559953876893,0.1241608240253157,0.4099718458535222,3.816559953876893,_1843_
A,Y,0.0288249779426434,0.0961686729692549,0.0154213625401192,0.0752596339883242,0.9616867296925488,key_in[15]
A,X,0.0666850829542014,0.2372629937453363,0.077561140261251,0.2329824177305286,2.372629937453363,key_in[15]
A1,X,0.1344087518217372,0.4849245031668557,0.1668241147997285,0.5286445320015689,4.8492450316685565,_1852_
A2,X,0.119553162420415,0.4081194386845455,0.1563337142878713,0.4948743777060993,4.081194386845454,_1841_
B1,X,0.1077993211319079,0.3576209984924281,0.1271388585952192,0.4232263548301753,3.576209984924281,_1864_
B2,X,0.0986259435369419,0.328790920462621,0.1173951663552676,0.4044478200159672,3.2879092046262097,_1843_
A,Y,0.0415581643361049,0.1179570502439215,0.0215141192200816,0.1056245051874617,1.179570502439215,key_in[15]
A1,X,0.0851851738259585,0.3059759199280487,0.1643950716532409,0.5927177250108496,3.0597591992804865,_1852_
A2,X,0.0845417648705219,0.3048943961380225,0.1789435039683257,0.6444925886504783,3.0489439613802247,_1841_
B1,X,0.0887682938391835,0.317533841541638,0.1485900611277712,0.5854639716520086,3.17533841541638,_1864_
B2,X,0.0931731385084308,0.3321716051793681,0.1638463994189536,0.6414532975234587,3.321716051793681,_1843_
C1,X,0.0781850578631603,0.2938138704385237,0.119569302288092,0.5668370933072534,2.9381387043852367,_1854_
A1,X,0.0808707568246244,0.2876042541082971,0.1228125275127151,0.369317809010326,2.876042541082971,_1852_
A2,X,0.0732580614128765,0.2809103307254564,0.1141469312491041,0.3468546381622078,2.809103307254564,_1841_
B1,X,0.0541577006903033,0.2276815744828109,0.058720113766777,0.2016029344971727,2.276815744828109,_1864_
A,X,0.0818004298561628,0.27092145960137,0.0856284234421821,0.2547735983184117,2.7092145960136995,key_in[15]
A1,X,0.0841996773913843,0.3086642973026354,0.1273897273725161,0.3992906118761226,3.0866429730263536,_1852_
A2,X,0.0788200083066889,0.2834355330663839,0.1205724998415156,0.3896054700245881,2.834355330663839,_1841_
B1,X,0.0810522852331784,0.3118203006284195,0.1119418270319108,0.3909605250200423,3.118203006284195,_1864_
B2,X,0.0739057794215493,0.3585346010452306,0.0997525076885722,0.3804838773962916,3.585346010452306,_1843_
A1,X,0.089038397230926,0.3582734488268773,0.1406099443345262,0.4406826694958111,3.582734488268773,_1852_
A2,X,0.0651434757908646,0.2473013808177214,0.1076472413899148,0.3564465212770363,2.473013808177214,_1841_
B1,X,0.077207797895883,0.326053471228958,0.1154565781215669,0.3850614380785858,3.26053471228958,_1864_
B2,X,0.0624332964110152,0.2728484460041351,0.0988228832292924,0.3370911978296471,2.7284844600413507,_1843_
A,X,0.0778198638666693,0.2620925495262178,0.0835260703688238,0.2491887877685393,2.6209254952621777,key_in[15]
A1,X,0.1170669427865421,0.3534762305129486,0.2043766463914031,0.6317256896400313,3.5347623051294854,_1852_
A2,X,0.1282218395530064,0.4007526091074483,0.2010041079363295,0.6339031701198119,4.0075260910744825,_1841_
A3,X,0.109666306917389,0.3186429821301828,0.1688619430968495,0.5230976910802126,3.1864298213018274,_1837_
B1,X,0.1010271617180879,0.4160732431913628,0.0851863048656968,0.2774510977274955,4.160732431913628,_1864_
A1,X,0.104038565429719,0.3704919254032247,0.1446264537954585,0.4570790542098603,3.704919254032246,_1852_
A2,X,0.0977369185470422,0.3721968394392085,0.1369909502388034,0.4383202258548967,3.7219683943920847,_1841_
B1,X,0.0926584668552343,0.3484341247484373,0.1190784865528118,0.4099300737110393,3.484341247484373,_1864_
B2,X,0.079728254033246,0.3063452356276351,0.1007314052348571,0.3724849145666705,3.063452356276351,_1843_
A,X,0.0682855388784016,0.1994620913782409,0.1337749809902057,0.5188634113668411,1.994620913782409,key_in[15]
B,X,0.064015572432673,0.183667045104699,0.1199828881320375,0.4741128179803732,1.83667045104699,_1780_
A1,Y,0.0906178144282146,0.2447430383185716,0.04026707900536,0.1594782684383902,2.447430383185716,_1852_
A2,Y,0.1021736474346797,0.2627522163105311,0.0419356575223884,0.156931888592669,2.6275221631053105,_1841_
B1,Y,0.0811117584945109,0.2738089554810546,0.0290737771947749,0.1606683997988719,2.738089554810546,_1864_
A1_N,X,0.1742232241121796,0.5782125497615852,0.1372485774989539,0.7012961521112168,5.782125497615851,_0995_
A2_N,X,0.1657324047131633,0.5413065704443746,0.129912667633967,0.6883009912404511,5.413065704443746,A2_N
B1,X,0.080966964591323,0.2450161254347772,0.1678222053270944,0.601580469133634,2.450161254347772,_1864_
B2,X,0.0861727658065509,0.2913022960856088,0.1457400352762274,0.5532964243379102,2.913022960856088,_1843_
A,X,0.1702751182692866,0.4556148642879989,0.1445000549005301,0.4551588956788897,4.556148642879989,key_in[15]
A,X,0.0890048684946341,0.3087150067407193,0.0884723985780707,0.2657078798858557,3.087150067407193,key_in[15]
A1_N,Y,0.0926223707281253,0.3669763208295942,0.0981541056770256,0.3014725221458968,3.669763208295942,_0995_
A2_N,Y,0.0836905776701502,0.337457349393524,0.0832565359663975,0.274843655613693,3.37457349393524,A2_N
B1,Y,0.1230579561970375,0.3103919986668441,0.0490888073251185,0.1951641264948182,3.1039199866684406,_1864_
B2,Y,0.0993434113091095,0.2767061103013267,0.0430062490847598,0.1789242693538801,2.767061103013267,_1843_
A1,X,0.0906681005937583,0.3621123503544221,0.1420169716467905,0.4451684147313721,3.621123503544221,_1852_
A2,X,0.0716270674157415,0.3021773472530139,0.1081675196695443,0.3652447336846893,3.0217734725301386,_1841_
B1,X,0.0779176120678581,0.3206112133194792,0.1137718840229909,0.3836547021998737,3.206112133194792,_1864_
B2,X,0.0639521856350681,0.2765649731953296,0.1001374567165663,0.3415967050356054,2.7656497319532956,_1843_
A,X,0.0672455166139884,0.2602091116228252,0.0768617760637907,0.2346819194291144,2.6020911162282516,key_in[15]
A1,Y,0.1607195533261783,0.4108123402180855,0.0716435958614881,0.2758976458719298,4.108123402180855,_1852_
A2,Y,0.1786644216476176,0.4649052385763876,0.0806924272462504,0.3681794973109842,4.649052385763876,_1841_
B1,Y,0.1091485405174239,0.3667296847776983,0.0547752969596874,0.2177589975529573,3.6672968477769823,_1864_
A,Y,0.0375257682771303,0.1196860144868565,0.0142092591714694,0.1308055506489864,1.196860144868565,key_in[15]
A,Y,0.0437497273014618,0.1256173672858787,0.0179071675750696,0.1190230864223162,1.256173672858787,key_in[15]
A1,X,0.0963974066743723,0.3616996804444978,0.1704138822735014,0.6246474070351948,3.6169968044449776,_1852_
A2,X,0.0758696252297745,0.2828648506600109,0.1723683744524796,0.630345404825629,2.828648506600109,_1841_
B1,X,0.0717372154206873,0.2597346300442568,0.137065890295085,0.5365745222238345,2.5973463004425676,_1864_
B2,X,0.0929700648336958,0.381941211690782,0.1595452010108803,0.6409568057728047,3.81941211690782,_1843_
C1,X,0.0713256349171368,0.3014255319550506,0.1099159822049007,0.5382625053582141,3.014255319550506,_1854_
A1,X,0.0856666289930976,0.3000577649056049,0.1277798875099795,0.3830265379947751,3.0005776490560487,_1852_
A2,X,0.0745300092736931,0.2838526161129558,0.1151776345787408,0.3495843158344786,2.838526161129558,_1841_
B1,X,0.0534866645280069,0.222829955239137,0.0573821943703031,0.196628344172256,2.22829955239137,_1864_
A,X,0.0850605096545552,0.2999367783480747,0.0863743406801604,0.2601295363852847,2.999367783480747,key_in[15]
A1,X,0.0853151878847131,0.3126653191519361,0.1316793655830186,0.4075350172678543,3.126653191519361,_1852_
A2,X,0.0769811944312543,0.2780611375412045,0.1206660500117739,0.3914071955110573,2.7806113754120445,_1841_
B1,X,0.0879295480759334,0.3507070288998833,0.115958676498654,0.3997104704803347,3.507070288998833,_1864_
B2,X,0.0747736269066554,0.3981842468452179,0.1071116628487946,0.3963066653684458,3.981842468452179,_1843_
A1,X,0.0895528676561936,0.3594863120044311,0.1410548662242279,0.4421104163458584,3.59486312004431,_1852_
A2,X,0.0656753073291708,0.2491112109324996,0.1081459466477869,0.3581663955687001,2.491112109324996,_1841_
B1,X,0.0694740395987698,0.2775699193500665,0.1047758645612248,0.3547485461351525,2.7756991935006647,_1864_
B2,X,0.0629130168546292,0.2740234783310549,0.0992409654766148,0.3385264109297463,2.740234783310549,_1843_
A,X,0.0720964142126758,0.2710929057967965,0.0794486374176922,0.2417578705655332,2.710929057967965,key_in[15]
A,X,0.0905432560111084,0.2403932121406443,0.1487291443211147,0.5492565446816485,2.403932121406443,key_in[15]
B_N,X,0.1243080673581209,0.3546647520499991,0.1519499152844297,0.5712033785419862,3.5466475204999908,_1680_
A,Y,0.0802597802602118,0.213657403372569,0.0607974660046924,0.2478867181684339,2.1365740337256898,key_in[15]
B,Y,0.0778430605896461,0.1923902758227058,0.0532014239387849,0.1971076135877535,1.9239027582270576,_1780_
A1,Y,0.161118817292701,0.4114829982106535,0.0764629492475962,0.2757012196577426,4.114829982106534,_1852_
A2,Y,0.1537699316957469,0.3938767479213016,0.0711842688276344,0.2762901929889636,3.938767479213016,_1841_
B1,Y,0.0973460437034865,0.2813894197297073,0.0505713506218747,0.2334982273623576,2.8138941972970732,_1864_
A,Y,0.0345030680459041,0.114150803152012,0.0149490216103807,0.127874492392141,1.1415080315201198,key_in[15]
A1,X,0.0883660877815622,0.3322175406583112,0.1649431471426355,0.6107317047175265,3.322175406583112,_1852_
A2,X,0.0733783610198908,0.2759944573224151,0.1699893746102423,0.6252025185632071,2.759944573224151,_1841_
B1,X,0.0712741275062314,0.2595767563256901,0.1358982270736996,0.5330956937889348,2.595767563256901,_1864_
B2,X,0.0876887406950817,0.3692956323047819,0.1546874477848219,0.6298084454445827,3.692956323047819,_1843_
C1,X,0.069292046284311,0.2971699914701562,0.1085180170883312,0.5340036342041516,2.971699914701562,_1854_
A1,Y,0.0911961157403095,0.2306837564041829,0.0448079815101231,0.1674140179427589,2.306837564041829,_1852_
A2,Y,0.0964519602597877,0.2525872915653356,0.0411259787865239,0.2084075471186991,2.525872915653356,_1841_
B1,Y,0.0459460572870656,0.1358536654957884,0.0240228729125447,0.1293431509618028,1.358536654957884,_1864_
A,X,0.0708201850541994,0.268252677663722,0.0787803594658006,0.2399852329231318,2.68252677663722,key_in[15]
A,Y,0.0343503048228422,0.1080470465901774,0.0161012353840522,0.0813965168305929,1.080470465901774,key_in[15]
A,Y,0.0851224670399754,0.2378697306454537,0.0366057784723086,0.1671819396906852,2.3786973064545367,key_in[15]
B,Y,0.0688698700894695,0.1867342444637894,0.0270029128228431,0.0999287070264574,1.867342444637894,_1780_
A1,X,0.1158179279707265,0.4096474941877047,0.2237500109634526,0.7257306072620356,4.096474941877046,_1852_
A2,X,0.0916479140740645,0.3198403021849523,0.1941108995149324,0.6344794869081942,3.198403021849523,_1841_
A3,X,0.0962151358041495,0.3320557256478956,0.1685532039427573,0.5731644210369949,3.320557256478956,_1837_
B1,X,0.097395545773997,0.3783840847748562,0.1231635939208182,0.4066020690783006,3.7838408477485617,_1864_
B2,X,0.0858154474548636,0.378956626804848,0.1234009596101962,0.4074927177694197,3.78956626804848,_1843_
A,Y,0.0285544217880608,0.0953725944658267,0.0154441429294501,0.0741277199493427,0.953725944658267,key_in[15]
A,X,0.0673987551512962,0.2605686018483659,0.0769377708319756,0.2349009386824916,2.6056860184836586,key_in[15]
A,Y,0.0378153213890355,0.1082834477732755,0.0151027927078107,0.1022288116427759,1.082834477732755,key_in[15]
A,Y,0.070937938087079,0.1966610263634677,0.0580361296280897,0.2600510436152238,1.9666102636346767,key_in[15]
B,Y,0.0764102899802702,0.1977051772698704,0.055121960639484,0.2123810770695751,1.977051772698704,_1780_
A1,Y,0.1566359863926621,0.4075898067756691,0.0801357891615362,0.312780254993811,4.0758980677566905,_1852_
A2,Y,0.1639593091037513,0.4046181837439142,0.0710239942517091,0.3059916295842914,4.046181837439142,_1841_
B1,Y,0.0913279061559537,0.266738971793562,0.0471060079276587,0.219744562099716,2.66738971793562,_1864_
A,Y,0.0342700530431269,0.1165537699344713,0.016506529249548,0.1268918894764066,1.1655376993447129,key_in[15]
A1,X,0.0758944872873353,0.2794937693726984,0.1588969556462558,0.5754184513964885,2.7949376937269834,_1852_
A2,X,0.0950570066232576,0.3934674364361218,0.1819277280317666,0.6888063647755535,3.934674364361218,_1841_
B1,X,0.09063454410189,0.3338863724449742,0.149380220754532,0.586876897024258,3.338863724449742,_1864_
B2,X,0.0769605789768828,0.2745602156674899,0.151053479555631,0.5943484761466911,2.7456021566748987,_1843_
C1,X,0.0745566685048259,0.3094845300964262,0.1127879210840129,0.5477576880448628,3.094845300964262,_1854_
A1,X,0.083063336337967,0.2937760118323132,0.1247714050727645,0.374380537168103,2.937760118323132,_1852_
A2,X,0.0750787994691801,0.2851253758243822,0.115618497215394,0.3507491618648594,2.8512537582438218,_1841_
B1,X,0.0548404531752879,0.2276399966293628,0.0587086784692999,0.2008384904119471,2.276399966293628,_1864_
A,X,0.1641303250877437,0.4509039380610998,0.1372859365047891,0.3774680119757541,4.509039380610997,key_in[15]
A,X,0.0672259975048847,0.2442838500625999,0.0799795252664008,0.2419481905529121,2.442838500625999,key_in[15]
A,Y,0.0384180441389159,0.118052904127021,0.0190984074238839,0.0867146240468318,1.18052904127021,key_in[15]
A,Y,0.0813201196065502,0.2331722658731088,0.037321431723669,0.1834979442554783,2.331722658731088,key_in[15]
